company_id,type,rule_id,text,confidence_pct
TORNTPHARM,pro,PRO_7,Comfortable interest coverage ratio ensures manageable debt obligations,65
TORNTPHARM,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,75
TORNTPHARM,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
TORNTPHARM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
TORNTPHARM,con,CON_GENERAL,Vulnerable to macroeconomic cycles and raw material cost fluctuations,65
TRENT,pro,PRO_2,Consistent positive free cash flow over recent years signals healthy operations,65
TRENT,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100
TRENT,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
TRENT,pro,PRO_7,Comfortable interest coverage ratio ensures manageable debt obligations,65
TRENT,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
TRENT,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
TRENT,con,CON_GENERAL,Vulnerable to macroeconomic cycles and raw material cost fluctuations,65
TVSMOTOR,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
TVSMOTOR,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
TVSMOTOR,con,CON_1,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,93
TVSMOTOR,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,88
TVSMOTOR,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82
